#,Average
Q4_company-license,2.8421052631578947
Q14_subscritpion,3.5789473684210527
Q6_screenshots,2.7017543859649122
Q8_streaming,3.1578947368421053
Q16_ad-blockers,3.491228070175439
Q2_VPN_bypass,3.8771929824561404
Q11_VPN_prices,3.3859649122807016
Q12_free_trials,3.56140350877193
Q7_bots,2.0
Q5_status,2.8771929824561404
Q9_loyalty,3.7017543859649122
Q1_refunds,1.4385964912280702
Q15_fake_review,1.7543859649122806
Q10_return,1.8596491228070176
Q17_website_errors,4.087719298245614
Q3_honest_reviews,4.491228070175438
Q13_not_reporting,2.2982456140350878
